,ID,DOCUMENT_ID,DOCUMENT_TYPE,FILING_DATE,MODIFIED_AT,DETAIL_JSON.company_name,DETAIL_JSON.parsing_status,avg_sent,sum_sent,hit_count,positive_hits,negative_hits,section_count,word_count
163,2431929,106090841,AR,2019-03-29,2021-07-26 06:30:27,Verde AgriTech PLC,SUCCESS,0.09944920060664612,3.8785188236591988,1674,1061,613,116,23503
165,2437937,104159191,AR,2019-02-15,2021-07-26 06:40:06,Porto Seguro S.A.,SUCCESS,0.0749740433377302,3.7487021668865097,2229,1299,930,102,25177
166,2469273,134420482,AR,2020-03-31,2021-07-26 06:43:33,Banco ABC Brasil SA,SUCCESS,-0.10182782509503617,-2.5456956273759044,1414,766,648,46,16245
167,2496895,109310526,AR,2019-05-17,2021-07-26 06:31:57,CPFL Energias Renováveis S.A.,SUCCESS,0.67984352668117,18.35577522039159,1425,1080,345,84,16405
169,2516028,107285258,AR,2019-02-27,2021-07-26 06:33:14,"Banco Santander, SA",WARNING,0.39751789965836204,151.45431976983593,27403,16346,11057,1224,328272
181,2539582,91395952,AR,2018-03-28,2021-07-26 06:41:02,CPFL Energias Renováveis S.A.,WARNING,0.5586360995310696,17.317719085463157,3494,2277,1217,128,42893
183,2561985,142436640,AR,2020-08-16,2021-07-26 06:45:43,Braskem S.A.,WARNING,0.5593030997479767,30.20236738639074,3261,2257,1004,126,35668
184,2588818,141651759,AR,2020-07-30,2021-07-26 06:37:44,PET Investimentos S.A.,WARNING,-0.006944444444444444,-0.0625,2,0,2,11,1373
185,2656594,142793898,AR,2018-12-31,2021-07-26 06:44:44,Companhia Energética de Minas Gerais,WARNING,0.40702533085474,34.19012779179816,5289,3135,2154,201,70034
186,2771179,142243594,AR,2019-12-31,2021-07-26 06:33:23,Banco Bradesco SA,WARNING,1.3320216798726718,61.2729972741429,6314,4453,1861,203,66264
187,2865102,73419635,AR,2018-03-04,2021-07-26 06:33:32,Três Corações Alimentos S.A.,SUCCESS,0.7045858185923035,47.91183566427664,10501,6649,3852,410,137913
190,2915171,77967378,AR,2018-05-01,2021-07-26 06:31:30,Companhia Energética de Minas Gerais,WARNING,0.2806116307758812,25.53565840060519,4443,2567,1876,229,61795
191,2974798,216140,AR,2015-12-31,2021-07-26 06:39:46,Banco Votorantim SA,WARNING,0.036467392259635696,1.6775000439432421,1734,968,766,142,20519
192,3152415,2591952,AR,2014-12-31,2021-07-26 06:47:50,Banco Votorantim SA,WARNING,0.12476784527977731,5.489785192310202,1494,886,608,136,17914
193,3170050,138846377,AR,2018-12-31,2021-07-26 06:34:28,Companhia Siderúrgica Nacional,WARNING,0.09389975458234771,27.418728338045533,8851,4923,3928,629,101689
194,3176799,2118138,AR,2014-12-31,2021-07-26 06:38:16,Haitong Banco de Investimento do Brasil SA,SUCCESS,0.15315807940364268,1.378422714632784,148,96,52,16,2569
195,3279783,3507985,AR,2011-12-31,2021-07-26 06:39:28,Banco Indusval SA,SUCCESS,0.5337023911399543,13.876262169638812,1848,1268,580,86,23612
196,3311070,24904714,AR,2012-12-31,2021-07-26 06:41:20,Sul América S.A.,WARNING,0.055222407733179324,4.031235764522091,3298,1808,1490,176,37761
197,3316849,4455502,AR,2012-12-31,2021-07-26 06:49:20,"B3 SA - Brasil, Bolsa, Balcão",SUCCESS,2.083696600239391,27.08805580311208,4214,2844,1370,57,47657
200,3347488,5875157,AR,2012-12-31,2021-07-26 06:34:06,Banco Pine SA,WARNING,-0.3686710514811136,-33.54906568478134,2467,1421,1046,200,28346
201,3356679,3712593,AR,2013-12-31,2021-07-26 06:35:04,MRV Engenharia e Participações S.A.,SUCCESS,1.7547703020049208,14.038162416039366,2220,1400,820,51,25695
202,3359377,4707862,AR,2013-12-31,2021-07-26 06:34:46,China Construction Bank (Brasil) Banco Múltiplo SA,WARNING,0.005390844980548261,0.20485210926083391,1979,1116,863,159,23102
203,3380402,4209716,AR,2013-12-31,2021-07-26 06:49:29,Banco Safra SA,WARNING,-0.030990621547159956,-0.9297186464147986,663,345,318,40,10185
204,3737832,8259190,AR,2009-12-31,2021-07-26 06:36:49,BR Malls Participações S.A.,SUCCESS,0.5884255437295087,12.356936418319684,957,721,236,98,10951
206,3740425,4626123,AR,2009-12-31,2021-07-26 06:29:55,Cetip S.A. – Mercados Organizados,WARNING,1.8685456931176092,9.342728465588046,1012,677,335,94,13154
207,3752751,20998999,AR,2009-12-31,2021-07-26 06:44:37,Triunfo Participações e Investimentos S.A.,WARNING,0.45710282554500886,32.45430061369563,5090,3216,1874,383,111950
208,3808193,9713525,AR,2006-12-31,2021-07-26 06:45:04,Itaú Unibanco Holding SA,WARNING,0.6463149253373967,48.47361940030475,3969,3029,940,250,45617
210,5115050,5727068,AR,2021-05-13,2021-07-26 06:43:24,Vale S.A.,WARNING,0.3186620727987174,33.459517643865325,7077,4123,2954,311,94424
211,5361818,163354539,AR,2020-12-31,2021-07-26 06:11:12,Centrais Elétricas Brasileiras S.A. - Eletrobrás,WARNING,0.4306493073565588,24.116361211967295,4183,2880,1303,167,46226
212,5367654,155355595,AR,2021-03-31,2021-07-27 03:53:27,Banco ABC Brasil S.A.,SUCCESS,-0.03436103999894563,-1.4431636799557164,1089,600,489,72,14923
216,5367655,155355595,AR,2021-03-31,2021-07-27 03:53:27,Banco ABC Brasil S.A.,SUCCESS,-0.03436103999894564,-1.4431636799557168,1089,600,489,72,14923
220,5368504,158643399,AR,2020-12-31,2021-07-27 03:52:29,Scotiabank Brasil S.A. Banco Múltiplo,SUCCESS,-0.02746269040940769,-1.153432997195123,797,457,340,101,9771
221,5503991,154928551,AR,2021-03-24,2021-08-17 16:44:44,Hapvida Participações e Investimentos S.A.,SUCCESS,0.25622724969831073,11.786453486122292,2880,1713,1167,176,36147
222,5512214,155355595,AR,2021-03-31,2021-08-18 18:58:59,Banco ABC Brasil S.A.,SUCCESS,-0.03436103999894565,-1.4431636799557173,1089,600,489,72,14923
226,5332259,155355595,AR,2021-03-31,2021-08-23 01:57:32,Banco ABC Brasil S.A.,SUCCESS,-0.05133156169401523,-1.7966046592905331,1055,574,481,69,14427
228,5332661,155355595,AR,2021-03-31,2021-08-23 01:57:32,Banco ABC Brasil S.A.,SUCCESS,-0.05133156169401523,-1.7966046592905331,1055,574,481,69,14427
230,5332662,155355595,AR,2021-03-31,2021-08-23 01:57:32,Banco ABC Brasil S.A.,SUCCESS,-0.05133156169401523,-1.7966046592905331,1055,574,481,69,14427
232,5332663,155355595,AR,2021-03-31,2021-08-23 01:57:32,Banco ABC Brasil S.A.,SUCCESS,-0.05133156169401523,-1.7966046592905331,1055,574,481,69,14427
